"Type-Algorithm","Time","Comparisons","Assignments","Array-Size"
"Cocktail-sort","13087000","4739160","7977338","3581"
"Shell-sort","329000","67399","90837","3582"
"Merge-sort","409000","18632","84940","3582"
"Cocktail-sort","12828000","4770064","8011575","3582"
"Shell-sort","331000","68623","92068","3583"
"Merge-sort","408000","18656","84966","3583"
"Cocktail-sort","12952000","4784512","7943647","3583"
"Shell-sort","334000","69941","93393","3584"
"Merge-sort","403000","18733","84992","3584"
"Cocktail-sort","13042000","4917415","8097343","3584"
"Shell-sort","332000","68908","92367","3585"
"Merge-sort","401000","18767","85018","3585"
"Cocktail-sort","12857000","4780814","7966602","3585"
"Shell-sort","329000","66900","90366","3586"
"Merge-sort","413000","18666","85044","3586"
"Cocktail-sort","13258000","4882657","8061138","3586"
"Shell-sort","333000","69987","93460","3587"
"Merge-sort","409000","18701","85070","3587"
"Cocktail-sort","13095000","4804272","8027035","3587"
"Shell-sort","326000","66751","90231","3588"
"Merge-sort","412000","18674","85096","3588"
"Cocktail-sort","13056000","4859784","8100290","3588"
"Shell-sort","328000","66831","90318","3589"
"Merge-sort","411000","18716","85122","3589"
"Cocktail-sort","13143000","4877548","8026802","3589"
"Shell-sort","333000","68899","92393","3590"
"Merge-sort","414000","18748","85148","3590"
"Cocktail-sort","13202000","4926768","8230094","3590"
"Shell-sort","332000","68768","92269","3591"
"Merge-sort","412000","18651","85174","3591"
"Cocktail-sort","13351000","4875876","7972054","3591"
"Shell-sort","332000","67721","91229","3592"
"Merge-sort","415000","18677","85200","3592"
"Cocktail-sort","13121000","4900671","8123237","3592"
"Shell-sort","331000","68052","91567","3593"
"Merge-sort","418000","18785","85226","3593"
"Cocktail-sort","13123000","4904264","8122571","3593"
"Shell-sort","331000","67971","91493","3594"
"Merge-sort","413000","18758","85252","3594"
"Cocktail-sort","13139000","4785797","7969207","3594"
"Shell-sort","330000","68869","92398","3595"
"Merge-sort","416000","18735","85278","3595"
"Cocktail-sort","13112000","4923754","8100091","3595"
"Shell-sort","332000","69478","93014","3596"
"Merge-sort","414000","18736","85304","3596"
"Cocktail-sort","13428000","4868923","8093050","3596"
"Shell-sort","335000","70742","94285","3597"
"Merge-sort","417000","18752","85330","3597"
"Cocktail-sort","13370000","4950180","8153153","3597"
"Shell-sort","328000","67699","91249","3598"
"Merge-sort","414000","18785","85356","3598"
"Cocktail-sort","13164000","4863584","8111193","3598"
"Shell-sort","330000","66856","90413","3599"
"Merge-sort","413000","18705","85382","3599"
"Cocktail-sort","13279000","4876140","8068292","3599"
"Shell-sort","335000","70391","93955","3600"
"Merge-sort","423000","18851","85408","3600"
"Cocktail-sort","13221000","4841950","8080683","3600"
"Shell-sort","332000","69817","93388","3601"
"Merge-sort","418000","18701","85434","3601"
"Cocktail-sort","12964000","4894056","7921366","3601"
"Shell-sort","333000","70004","93582","3602"
"Merge-sort","417000","18725","85460","3602"
"Cocktail-sort","13289000","4874394","8121670","3602"
"Shell-sort","333000","68986","92571","3603"
"Merge-sort","418000","18740","85486","3603"
"Cocktail-sort","13256000","4936720","8224384","3603"
"Shell-sort","336000","70587","94179","3604"
"Merge-sort","417000","18819","85512","3604"
"Cocktail-sort","13371000","4906646","8204422","3604"
"Shell-sort","329000","65960","89559","3605"
"Merge-sort","415000","18654","85538","3605"
"Cocktail-sort","13131000","4856340","8081344","3605"
"Shell-sort","334000","68542","92148","3606"
"Merge-sort","417000","18767","85564","3606"
"Cocktail-sort","13235000","4913856","8149213","3606"
"Shell-sort","333000","68269","91882","3607"
"Merge-sort","422000","18848","85590","3607"
"Cocktail-sort","13289000","4935232","8272926","3607"
"Shell-sort","337000","71991","95611","3608"
"Merge-sort","419000","18796","85616","3608"
"Cocktail-sort","13145000","4828887","8144850","3608"
"Shell-sort","334000","68889","92516","3609"
"Merge-sort","418000","18802","85642","3609"
"Cocktail-sort","13048000","4867142","7997158","3609"
"Shell-sort","339000","72932","96566","3610"
"Merge-sort","416000","18894","85668","3610"
"Cocktail-sort","13624000","4910418","8227855","3610"
"Shell-sort","334000","70389","94030","3611"
"Merge-sort","417000","18831","85694","3611"
"Cocktail-sort","13360000","4845210","8129975","3611"
"Shell-sort","334000","67535","91183","3612"
"Merge-sort","421000","18843","85720","3612"
"Cocktail-sort","13218000","4908667","8126671","3612"
"Shell-sort","331000","68590","92245","3613"
"Merge-sort","419000","18791","85746","3613"
"Cocktail-sort","13275000","4967506","8180841","3613"
"Shell-sort","337000","71930","95592","3614"
"Merge-sort","428000","18841","85772","3614"
"Cocktail-sort","13319000","4976413","8214861","3614"
"Shell-sort","330000","66725","90394","3615"
"Merge-sort","424000","18765","85798","3615"
"Cocktail-sort","13106000","4935640","8176517","3615"
"Shell-sort","333000","68141","91817","3616"
"Merge-sort","419000","18778","85824","3616"
"Cocktail-sort","13625000","4987167","8355703","3616"
"Shell-sort","343000","72905","96588","3617"
"Merge-sort","420000","18812","85850","3617"
"Cocktail-sort","13582000","5120046","8490937","3617"
"Shell-sort","338000","73158","96848","3618"
"Merge-sort","423000","18870","85876","3618"
"Cocktail-sort","13438000","4921360","8238639","3618"
"Shell-sort","334000","67741","91438","3619"
"Merge-sort","419000","18827","85902","3619"
"Cocktail-sort","13287000","4881442","8123232","3619"
"Shell-sort","334000","67378","91082","3620"
"Merge-sort","421000","18848","85928","3620"
"Cocktail-sort","13641000","5015695","8267248","3620"
"Shell-sort","339000","72430","96141","3621"
"Merge-sort","424000","18863","85954","3621"
"Cocktail-sort","13096000","4840868","8027300","3621"
"Shell-sort","334000","69193","92911","3622"
"Merge-sort","421000","18804","85980","3622"
"Cocktail-sort","13293000","4822194","8010297","3622"
"Shell-sort","333000","67832","91557","3623"
"Merge-sort","421000","18885","86006","3623"
"Cocktail-sort","13447000","4932246","8288498","3623"
"Shell-sort","346000","76077","99809","3624"
"Merge-sort","421000","18866","86032","3624"
"Cocktail-sort","13473000","4994923","8267399","3624"
"Shell-sort","328000","65783","89522","3625"
"Merge-sort","427000","18848","86058","3625"
"Cocktail-sort","13369000","4926828","8166452","3625"
"Shell-sort","341000","74802","98548","3626"
"Merge-sort","426000","18854","86084","3626"
"Cocktail-sort","13484000","4921376","8230525","3626"
"Shell-sort","336000","69946","93699","3627"
"Merge-sort","421000","18909","86110","3627"
"Cocktail-sort","13435000","4980880","8295641","3627"
"Shell-sort","339000","70356","94116","3628"
"Merge-sort","427000","18876","86136","3628"
"Cocktail-sort","13406000","4944951","8030210","3628"
"Shell-sort","337000","70992","94759","3629"
"Merge-sort","422000","18900","86162","3629"
"Cocktail-sort","13905000","5030736","8320180","3629"
"Shell-sort","336000","69667","93441","3630"
"Merge-sort","421000","18905","86188","3630"
"Cocktail-sort","13431000","4959437","8214371","3630"
"Shell-sort","337000","70634","94415","3631"
"Merge-sort","428000","18947","86214","3631"
"Cocktail-sort","13336000","4984656","8219689","3631"
"Shell-sort","331000","66855","90643","3632"
"Merge-sort","423000","18899","86240","3632"
"Cocktail-sort","13359000","4851000","8107038","3632"
"Shell-sort","337000","70516","94311","3633"
"Merge-sort","426000","18898","86266","3633"
"Cocktail-sort","13938000","4975742","8315200","3633"
"Shell-sort","485000","68331","92133","3634"
"Merge-sort","647000","18891","86292","3634"
"Cocktail-sort","13576000","5018778","8368424","3634"
"Shell-sort","339000","71712","95521","3635"
"Merge-sort","433000","18927","86318","3635"
"Cocktail-sort","13208000","4887954","8112119","3635"
"Shell-sort","338000","71565","95381","3636"
"Merge-sort","424000","18939","86344","3636"
"Cocktail-sort","13391000","5071990","8375067","3636"
"Shell-sort","333000","67820","91643","3637"
"Merge-sort","422000","18941","86370","3637"
"Cocktail-sort","13536000","5027904","8318030","3637"
"Shell-sort","352000","70689","94519","3638"
"Merge-sort","425000","18871","86396","3638"
"Cocktail-sort","13390000","4902570","8156273","3638"
"Shell-sort","339000","71251","95088","3639"
"Merge-sort","424000","18892","86422","3639"
"Cocktail-sort","13737000","5102136","8460851","3639"
"Shell-sort","331000","67531","91375","3640"
"Merge-sort","425000","18961","86448","3640"
"Cocktail-sort","13705000","5079518","8333811","3640"
"Shell-sort","340000","72607","96458","3641"
"Merge-sort","424000","18931","86474","3641"
"Cocktail-sort","13579000","5049576","8319886","3641"
"Shell-sort","339000","70085","93943","3642"
"Merge-sort","420000","19017","86500","3642"
"Cocktail-sort","13562000","4924530","8330426","3642"
"Shell-sort","342000","72631","96496","3643"
"Merge-sort","424000","18975","86526","3643"
"Cocktail-sort","13427000","4931866","8144315","3643"
"Shell-sort","337000","70179","94051","3644"
"Merge-sort","422000","19037","86552","3644"
"Cocktail-sort","13195000","4950246","8290761","3644"
"Shell-sort","342000","72069","95948","3645"
"Merge-sort","423000","19083","86578","3645"
"Cocktail-sort","13472000","4994084","8262375","3645"
"Shell-sort","345000","74888","98774","3646"
"Merge-sort","422000","18953","86604","3646"
"Cocktail-sort","13404000","5055330","8420420","3646"
"Shell-sort","334000","68508","92401","3647"
"Merge-sort","420000","19031","86630","3647"
"Cocktail-sort","13477000","5023096","8377424","3647"
"Shell-sort","338000","69888","93788","3648"
"Merge-sort","424000","19051","86656","3648"
"Cocktail-sort","13655000","5044734","8337400","3648"
"Shell-sort","341000","72176","96083","3649"
"Merge-sort","423000","19015","86682","3649"
"Cocktail-sort","13773000","4977656","8215932","3649"
"Shell-sort","342000","69856","93770","3650"
"Merge-sort","425000","19065","86708","3650"
"Cocktail-sort","13717000","5030432","8375440","3650"
"Shell-sort","341000","73191","97112","3651"
"Merge-sort","427000","19040","86734","3651"
"Cocktail-sort","13698000","5089588","8352055","3651"
"Shell-sort","335000","67406","91334","3652"
"Merge-sort","429000","18965","86760","3652"
"Cocktail-sort","13511000","4955451","8141096","3652"
"Shell-sort","336000","69396","93331","3653"
"Merge-sort","428000","19101","86786","3653"
"Cocktail-sort","13604000","5034154","8378035","3653"
"Shell-sort","337000","69204","93146","3654"
"Merge-sort","425000","18991","86812","3654"
"Cocktail-sort","13764000","5066640","8342810","3654"
"Shell-sort","337000","69122","93071","3655"
"Merge-sort","433000","19024","86838","3655"
"Cocktail-sort","13624000","5082828","8355107","3655"
"Shell-sort","338000","70577","94533","3656"
"Merge-sort","426000","19116","86864","3656"
"Cocktail-sort","13649000","5010547","8321305","3656"
"Shell-sort","337000","68623","92586","3657"
"Merge-sort","423000","19036","86890","3657"
"Cocktail-sort","13866000","5090140","8500196","3657"
"Shell-sort","342000","70194","94164","3658"
"Merge-sort","424000","18970","86916","3658"
"Cocktail-sort","13631000","5074080","8401725","3658"
"Shell-sort","344000","73358","97335","3659"
"Merge-sort","427000","19085","86942","3659"
"Cocktail-sort","13398000","5045212","8402121","3659"
"Shell-sort","342000","71686","95670","3660"
"Merge-sort","428000","19077","86968","3660"
"Cocktail-sort","13622000","5056128","8401000","3660"
"Shell-sort","339000","70891","94882","3661"
"Merge-sort","426000","19014","86994","3661"
"Cocktail-sort","13737000","5095828","8444675","3661"
"Shell-sort","340000","71206","95204","3662"
"Merge-sort","434000","19082","87020","3662"
"Cocktail-sort","13545000","4975322","8273093","3662"
"Shell-sort","339000","67745","91750","3663"
"Merge-sort","445000","19099","87046","3663"
"Cocktail-sort","13850000","4993832","8329028","3663"
"Shell-sort","340000","71327","95339","3664"
"Merge-sort","428000","19157","87072","3664"
"Cocktail-sort","13659000","5019648","8304730","3664"
"Shell-sort","339000","71072","95091","3665"
"Merge-sort","430000","19082","87098","3665"
"Cocktail-sort","13637000","4999308","8271122","3665"
"Shell-sort","341000","70350","94376","3666"
"Merge-sort","432000","19111","87124","3666"
"Cocktail-sort","13907000","5030656","8423799","3666"
"Shell-sort","354000","71153","95186","3667"
"Merge-sort","428000","19094","87150","3667"
"Cocktail-sort","13869000","5128546","8478378","3667"
"Shell-sort","343000","71927","95967","3668"
"Merge-sort","429000","19079","87176","3668"
"Cocktail-sort","13927000","5141131","8437091","3668"
"Shell-sort","350000","72891","96938","3669"
"Merge-sort","427000","19104","87202","3669"
"Cocktail-sort","13752000","5069116","8404459","3669"
"Shell-sort","342000","72366","96420","3670"
"Merge-sort","427000","19093","87228","3670"
"Cocktail-sort","13690000","4976637","8217582","3670"
"Shell-sort","339000","69918","93979","3671"
"Merge-sort","428000","19194","87254","3671"
"Cocktail-sort","13659000","5125312","8354501","3671"
"Shell-sort","338000","70067","94135","3672"
"Merge-sort","429000","19181","87280","3672"
"Cocktail-sort","13671000","5041624","8365090","3672"
"Shell-sort","343000","72923","96998","3673"
"Merge-sort","429000","19169","87306","3673"
"Cocktail-sort","13571000","4963192","8168410","3673"
"Shell-sort","352000","79394","103476","3674"
"Merge-sort","431000","19192","87332","3674"
"Cocktail-sort","14286000","5063690","8390072","3674"
"Shell-sort","340000","70473","94562","3675"
"Merge-sort","439000","19197","87358","3675"
"Cocktail-sort","13850000","5184592","8616067","3675"
"Shell-sort","339000","71690","95786","3676"
"Merge-sort","427000","19164","87384","3676"
"Cocktail-sort","13514000","5037830","8391482","3676"
"Shell-sort","346000","72800","96903","3677"
"Merge-sort","427000","19161","87410","3677"
"Cocktail-sort","14054000","5114866","8476410","3677"
"Shell-sort","342000","71194","95304","3678"
"Merge-sort","429000","19219","87436","3678"
"Cocktail-sort","14557000","5131217","8450789","3678"
"Shell-sort","333000","67169","91286","3679"
"Merge-sort","432000","19208","87462","3679"
"Cocktail-sort","13909000","5048862","8424406","3679"
"Shell-sort","350000","75476","99600","3680"
"Merge-sort","428000","19232","87488","3680"
"Cocktail-sort","13996000","5143992","8429049","3680"
"Shell-sort","342000","73283","97414","3681"
"Merge-sort","427000","19084","87514","3681"
"Cocktail-sort","13937000","5226080","8504349","3681"
"Shell-sort","341000","70385","94523","3682"
"Merge-sort","438000","19175","87540","3682"
"Cocktail-sort","13918000","5136890","8383931","3682"
"Shell-sort","342000","71870","96015","3683"
"Merge-sort","430000","19181","87566","3683"
"Cocktail-sort","13940000","5076540","8523837","3683"
"Shell-sort","342000","70939","95091","3684"
"Merge-sort","430000","19146","87592","3684"
"Cocktail-sort","13776000","5142443","8566410","3684"
"Shell-sort","339000","69461","93620","3685"
"Merge-sort","432000","19223","87618","3685"
"Cocktail-sort","13727000","5115162","8418642","3685"
"Shell-sort","340000","70858","95024","3686"
"Merge-sort","445000","19221","87644","3686"
"Cocktail-sort","13940000","5173298","8580053","3686"
"Shell-sort","343000","72184","96357","3687"
"Merge-sort","431000","19230","87670","3687"
"Cocktail-sort","13798000","5094972","8415573","3687"
"Shell-sort","339000","69129","93309","3688"
"Merge-sort","431000","19225","87696","3688"
"Cocktail-sort","13881000","5160811","8473182","3688"
